trial,num_pubs,num_subs,brake_limit,sub_id,sub_lat,sub_lon,optimal_pub_id,optimal_dist,received_pub_id,received_dist,stretch,recall,num_received
0,10,50,1,0,86.7168,-101.214,1,63.6232,1,63.6232,1,1,2
0,10,50,1,1,-8.20873,6.71545,1,54.2738,1,54.2738,1,1,2
0,10,50,1,2,13.2915,19.8832,1,48.5146,1,48.5146,1,1,2
0,10,50,1,3,41.1383,46.3946,9,47.2368,1,59.1614,1.25244,0,2
0,10,50,1,4,53.3031,30.1377,1,45.9897,1,45.9897,1,1,2
0,10,50,1,5,-40.542,118.655,5,25.3886,5,25.3886,1,1,3
0,10,50,1,6,74.4624,167.545,3,55.2627,3,55.2627,1,1,3
0,10,50,1,7,-44.6247,-136.82,6,12.6427,0,51.2201,4.05137,0,1
0,10,50,1,8,-51.2045,139.912,7,29.7058,5,44.2124,1.48834,0,3
0,10,50,1,9,87.0422,6.18704,1,55.3077,1,55.3077,1,1,2
0,10,50,1,10,74.4421,-54.5183,1,43.0174,1,43.0174,1,1,2
0,10,50,1,11,-39.1379,-96.6861,2,14.5086,0,47.9151,3.30253,0,1
0,10,50,1,12,-2.82805,-39.8475,1,38.8805,1,38.8805,1,1,2
0,10,50,1,13,88.5778,23.7459,1,59.6157,1,59.6157,1,1,2
0,10,50,1,14,79.2484,20.4303,1,52.1558,1,52.1558,1,1,2
0,10,50,1,15,-34.3383,151.93,5,50.1833,5,50.1833,1,1,3
0,10,50,1,16,49.6081,94.9059,3,38.0901,3,38.0901,1,1,3
0,10,50,1,17,-10.6771,-54.2007,1,51.8334,1,51.8334,1,1,2
0,10,50,1,18,-32.6055,-119.078,6,10.151,0,59.6985,5.88106,0,1
0,10,50,1,19,86.097,-138.605,1,75.5449,1,75.5449,1,1,2
0,10,50,1,20,45.5301,-88.8902,1,48.0966,1,48.0966,1,1,2
0,10,50,1,21,80.0252,59.985,1,66.0299,1,66.0299,1,1,2
0,10,50,1,22,-50.6727,-109.199,2,12.1101,0,38.096,3.1458,0,1
0,10,50,1,23,51.5826,-23.7544,1,17.5334,1,17.5334,1,1,2
0,10,50,1,24,-74.6437,97.2496,7,3.98853,0,30.8408,7.73238,0,1
0,10,50,1,25,81.2163,179.597,3,63.7995,3,63.7995,1,1,3
0,10,50,1,26,-68.6344,-95.8432,2,16.0226,0,17.3945,1.08563,0,1
0,10,50,1,27,-48.5447,37.0752,8,28.1695,5,52.9213,1.87868,0,2
0,10,50,1,28,22.1547,-99.9337,6,63.1167,1,64.6133,1.02371,0,2
0,10,50,1,29,-59.5895,22.806,8,15.8025,0,35.8414,2.26808,0,1
0,10,50,1,30,50.2483,-7.85559,1,21.7697,1,21.7697,1,1,2
0,10,50,1,31,-2.63178,19.7129,1,58.8516,1,58.8516,1,1,2
0,10,50,1,32,-46.4749,153.382,7,39.3912,5,52.111,1.32291,0,3
0,10,50,1,33,72.7561,21.8393,1,48.4955,1,48.4955,1,1,2
0,10,50,1,34,-72.8476,137.706,7,13.8426,0,41.4795,2.99651,0,1
0,10,50,1,35,31.6172,125.365,3,8.56684,3,8.56684,1,1,3
0,10,50,1,36,-65.592,43.2849,8,12.8027,0,33.0179,2.57898,0,1
0,10,50,1,37,2.67494,-52.5295,1,39.3245,1,39.3245,1,1,2
0,10,50,1,38,57.0429,-71.4849,1,37.9961,1,37.9961,1,1,2
0,10,50,1,39,51.8581,144.798,3,29.3807,3,29.3807,1,1,3
0,10,50,1,40,-77.1177,86.1488,7,6.67941,0,25.1564,3.76626,0,1
0,10,50,1,41,72.1976,-111.504,1,62.7406,1,62.7406,1,1,2
0,10,50,1,42,85.1528,-132.694,1,73.3081,1,73.3081,1,1,2
0,10,50,1,43,52.7855,34.615,1,48.9328,1,48.9328,1,1,2
0,10,50,1,44,-26.3139,166.392,3,62.0433,3,62.0433,1,1,2
0,10,50,1,45,-61.2895,-132.131,2,24.4182,0,31.0287,1.27072,0,1
0,10,50,1,46,-10.7317,52.1574,9,41.8912,5,43.5369,1.03929,0,4
0,10,50,1,47,33.7908,65.5869,9,30.0376,3,57.7638,1.92305,0,3
0,10,50,1,48,12.7698,33.0939,9,53.2644,1,59.9282,1.12511,0,2
0,10,50,1,49,-46.2869,59.8444,7,30.2504,5,36.4974,1.20651,0,2
1,10,50,1,0,-27.3509,-100.707,6,33.5222,5,55.7972,1.66449,0,4
1,10,50,1,1,49.8858,103.835,0,69.5441,0,69.5441,1,1,1
1,10,50,1,2,65.7252,-12.6467,3,20.641,1,76.5127,3.70684,0,2
1,10,50,1,3,-5.28918,-23.0099,7,24.2171,5,39.8617,1.64602,0,3
1,10,50,1,4,-79.7764,76.8478,9,4.63507,5,64.2896,13.8703,0,3
1,10,50,1,5,-71.5827,11.2472,9,12.7308,5,37.4536,2.94197,0,3
1,10,50,1,6,23.7542,42.0438,1,21.2812,1,21.2812,1,1,2
1,10,50,1,7,-64.5685,-118.546,5,53.2323,5,53.2323,1,1,4
1,10,50,1,8,26.3015,-142.05,2,32.5935,2,32.5935,1,1,3
1,10,50,1,9,4.74258,171.677,0,22.9997,0,22.9997,1,1,1
1,10,50,1,10,64.3761,102.315,3,46.7415,0,80.7132,1.7268,0,1
1,10,50,1,11,-21.7418,-54.2965,8,19.6771,5,27.1411,1.37933,0,3
1,10,50,1,12,79.7699,169.851,3,32.4079,0,85.7296,2.64533,0,1
1,10,50,1,13,56.4802,-95.9294,3,30.9551,2,79.753,2.57641,0,3
1,10,50,1,14,-25.6214,134.832,0,25.9885,0,25.9885,1,1,1
1,10,50,1,15,67.9867,74.0555,3,34.6748,1,71.1683,2.05245,0,2
1,10,50,1,16,-72.9373,55.7451,9,6.19679,5,56.1105,9.05477,0,3
1,10,50,1,17,-1.05487,165.576,0,15.313,0,15.313,1,1,1
1,10,50,1,18,-68.4508,167.312,9,33.9804,0,65.2378,1.91986,0,1
1,10,50,1,19,-18.7171,-116.454,6,18.2841,2,58.6357,3.20691,0,3
1,10,50,1,20,32.0798,-0.599747,7,18.9707,1,48.3982,2.55121,0,2
1,10,50,1,21,37.3964,-68.3319,3,46.8463,5,87.4935,1.86767,0,4
1,10,50,1,22,-69.278,125.656,9,22.3714,0,67.6954,3.02598,0,1
